title,id,genre,caption,description,permalink_url,download_count,last_modified,artwork_url,created_at,track_format,kind
"Atmasfera - Gucul (Album ""Integro"")",126740264,Folk & Singer-Songwriter,,"Facebook: http://www.facebook.com/atmasfera
Soundcloud: http://www.soundcloud.com/atmasfera
Bandcamp: https://atmasfera.bandcamp.com
Web-site: http://www.atmasfera.com
Twitter: https://twitter.com/Atmasfera
MySpace: http://www.myspace.com/atmasfera
Last.fm: http://www.lastfm.ru/music/atmasfera
YouTube: http://www.youtube.com/user/AtmasferaTV
ReverbNation: http://www.reverbnation.com/atmasfera
Atmasfera on VK: http://vk.com/atmasfera_band",https://soundcloud.com/atmasfera/07-gucul,330.0,2020-04-19T20:47:27Z,https://i1.sndcdn.com/artworks-000106118693-yfeurw-large.jpg,2013-12-27T19:35:45Z,single-track,track
"Atmasfera - Bala (Album ""Internal"")",126742426,Folk & Singer-Songwriter,,"Facebook: http://www.facebook.com/atmasfera
Soundcloud: http://www.soundcloud.com/atmasfera
Bandcamp: https://atmasfera.bandcamp.com
Web-site: http://www.atmasfera.com
Twitter: https://twitter.com/Atmasfera
MySpace: http://www.myspace.com/atmasfera
Last.fm: http://www.lastfm.ru/music/atmasfera
YouTube: http://www.youtube.com/user/AtmasferaTV
ReverbNation: http://www.reverbnation.com/atmasfera
Atmasfera on VK: http://vk.com/atmasfera_band",https://soundcloud.com/atmasfera/03-bala,7.0,2017-08-08T23:23:10Z,https://i1.sndcdn.com/artworks-000136645049-i11g25-large.jpg,2013-12-27T19:53:43Z,single-track,track
"Atmasfera - Every step (Album ""Integro"")",126740254,Folk & Singer-Songwriter,,"Facebook: http://www.facebook.com/atmasfera
Soundcloud: http://www.soundcloud.com/atmasfera
Bandcamp: https://atmasfera.bandcamp.com
Web-site: http://www.atmasfera.com
Twitter: https://twitter.com/Atmasfera
MySpace: http://www.myspace.com/atmasfera
Last.fm: http://www.lastfm.ru/music/atmasfera
YouTube: http://www.youtube.com/user/AtmasferaTV
ReverbNation: http://www.reverbnation.com/atmasfera
Atmasfera on VK: http://vk.com/atmasfera_band",https://soundcloud.com/atmasfera/08-every-step,691.0,2021-04-27T09:46:17Z,https://i1.sndcdn.com/artworks-000106901601-cq0xsy-large.jpg,2013-12-27T19:35:45Z,single-track,track
"Atmasfera - Voice of the Wind (Album ""Internal"")",126748247,Folk & Singer-Songwriter,,"Facebook: http://www.facebook.com/atmasfera
Soundcloud: http://www.soundcloud.com/atmasfera
Bandcamp: https://atmasfera.bandcamp.com
Web-site: http://www.atmasfera.com
Twitter: https://twitter.com/Atmasfera
MySpace: http://www.myspace.com/atmasfera
Last.fm: http://www.lastfm.ru/music/atmasfera
YouTube: http://www.youtube.com/user/AtmasferaTV
ReverbNation: http://www.reverbnation.com/atmasfera
Atmasfera on VK: http://vk.com/atmasfera_band",https://soundcloud.com/atmasfera/10-voice-of-the-wind,6.0,2021-04-19T16:23:03Z,https://i1.sndcdn.com/artworks-000137089561-5yp0d2-large.jpg,2013-12-27T20:41:29Z,single-track,track
"Atmasfera - Almost (Album ""Internal"")",126746636,Folk & Singer-Songwriter,,"Facebook: http://www.facebook.com/atmasfera
Soundcloud: http://www.soundcloud.com/atmasfera
Bandcamp: https://atmasfera.bandcamp.com
Web-site: http://www.atmasfera.com
Twitter: https://twitter.com/Atmasfera
MySpace: http://www.myspace.com/atmasfera
Last.fm: http://www.lastfm.ru/music/atmasfera
YouTube: http://www.youtube.com/user/AtmasferaTV
ReverbNation: http://www.reverbnation.com/atmasfera
Atmasfera on VK: http://vk.com/atmasfera_band",https://soundcloud.com/atmasfera/04-almost,5.0,2019-03-12T19:47:17Z,https://i1.sndcdn.com/artworks-000137091336-67cvvy-large.jpg,2013-12-27T20:27:44Z,single-track,track
"Atmasfera - Kozak (Album ""Integro"")",126740259,Folk & Singer-Songwriter,,"Facebook: http://www.facebook.com/atmasfera
Soundcloud: http://www.soundcloud.com/atmasfera
Bandcamp: https://atmasfera.bandcamp.com
Web-site: http://www.atmasfera.com
Twitter: https://twitter.com/Atmasfera
MySpace: http://www.myspace.com/atmasfera
Last.fm: http://www.lastfm.ru/music/atmasfera
YouTube: http://www.youtube.com/user/AtmasferaTV
ReverbNation: http://www.reverbnation.com/atmasfera
Atmasfera on VK: http://vk.com/atmasfera_band",https://soundcloud.com/atmasfera/06-kozak,152.0,2020-04-19T20:47:27Z,https://i1.sndcdn.com/artworks-000106119513-s8zvvh-large.jpg,2013-12-27T19:35:45Z,single-track,track
"Atmasfera - Intro (Album ""Internal"")",126742648,Atmasfera Internal,,"Facebook: http://www.facebook.com/atmasfera
Soundcloud: http://www.soundcloud.com/atmasfera
Bandcamp: https://atmasfera.bandcamp.com
Web-site: http://www.atmasfera.com
Twitter: https://twitter.com/Atmasfera
MySpace: http://www.myspace.com/atmasfera
Last.fm: http://www.lastfm.ru/music/atmasfera
YouTube: http://www.youtube.com/user/AtmasferaTV
ReverbNation: http://www.reverbnation.com/atmasfera
Atmasfera on VK: http://vk.com/atmasfera_band",https://soundcloud.com/atmasfera/01-intro,4.0,2017-04-10T09:40:19Z,https://i1.sndcdn.com/artworks-000106119038-7gijgu-large.jpg,2013-12-27T19:55:34Z,single-track,track
"Atmasfera - Every step... (Radio) (Album ""Internal"")",126740265,Folk & Singer-Songwriter,,"Facebook: http://www.facebook.com/atmasfera
Soundcloud: http://www.soundcloud.com/atmasfera
Bandcamp: https://atmasfera.bandcamp.com
Web-site: http://www.atmasfera.com
Twitter: https://twitter.com/Atmasfera
MySpace: http://www.myspace.com/atmasfera
Last.fm: http://www.lastfm.ru/music/atmasfera
YouTube: http://www.youtube.com/user/AtmasferaTV
ReverbNation: http://www.reverbnation.com/atmasfera
Atmasfera on VK: http://vk.com/atmasfera_band",https://soundcloud.com/atmasfera/12-every-step-radio,0.0,2019-07-03T01:42:14Z,https://i1.sndcdn.com/artworks-000106118645-w1pgkt-large.jpg,2013-12-27T19:35:46Z,single-track,track
"Atmasfera - Lonely night(Album ""Internal"")",126746372,Folk & Singer-Songwriter,,"Facebook: http://www.facebook.com/atmasfera
Soundcloud: http://www.soundcloud.com/atmasfera
Bandcamp: https://atmasfera.bandcamp.com
Web-site: http://www.atmasfera.com
Twitter: https://twitter.com/Atmasfera
MySpace: http://www.myspace.com/atmasfera
Last.fm: http://www.lastfm.ru/music/atmasfera
YouTube: http://www.youtube.com/user/AtmasferaTV
ReverbNation: http://www.reverbnation.com/atmasfera
Atmasfera on VK: http://vk.com/atmasfera_band",https://soundcloud.com/atmasfera/05-lonely-night,5.0,2019-07-22T08:21:30Z,https://i1.sndcdn.com/artworks-000142699730-f50htu-large.jpg,2013-12-27T20:25:17Z,single-track,track
"Atmasfera - Nama Om (Album ""Forgotten love"")",126728489,Folk & Singer-Songwriter,,"Facebook: http://www.facebook.com/atmasfera
Soundcloud: http://www.soundcloud.com/atmasfera
Bandcamp: https://atmasfera.bandcamp.com
Web-site: http://www.atmasfera.com
Twitter: https://twitter.com/Atmasfera
MySpace: http://www.myspace.com/atmasfera
Last.fm: http://www.lastfm.ru/music/atmasfera
YouTube: http://www.youtube.com/user/AtmasferaTV
ReverbNation: http://www.reverbnation.com/atmasfera
Atmasfera on VK: http://vk.com/atmasfera_band",https://soundcloud.com/atmasfera/01-nama-om,599.0,2021-04-27T09:46:18Z,https://i1.sndcdn.com/artworks-000066398943-qgr3xc-large.jpg,2013-12-27T17:59:41Z,single-track,track
"Atmasfera - Fly away (Lety) (Album ""Internal"")",126747951,Atmasfera Internal,,"Facebook: http://www.facebook.com/atmasfera
Soundcloud: http://www.soundcloud.com/atmasfera
Bandcamp: https://atmasfera.bandcamp.com
Web-site: http://www.atmasfera.com
Twitter: https://twitter.com/Atmasfera
MySpace: http://www.myspace.com/atmasfera
Last.fm: http://www.lastfm.ru/music/atmasfera
YouTube: http://www.youtube.com/user/AtmasferaTV
ReverbNation: http://www.reverbnation.com/atmasfera
Atmasfera on VK: http://vk.com/atmasfera_band",https://soundcloud.com/atmasfera/11-fly-away-lety-bonus,6.0,2020-05-07T19:16:42Z,https://i1.sndcdn.com/artworks-000137090956-tioe3z-large.jpg,2013-12-27T20:38:52Z,single-track,track
"Atmasfera - Brahma-Samhita (Album ""Forgotten love"")",126728479,Indie,,"Facebook: http://www.facebook.com/atmasfera
Soundcloud: http://www.soundcloud.com/atmasfera
Bandcamp: https://atmasfera.bandcamp.com
Web-site: http://www.atmasfera.com
Twitter: https://twitter.com/Atmasfera
MySpace: http://www.myspace.com/atmasfera
Last.fm: http://www.lastfm.ru/music/atmasfera
YouTube: http://www.youtube.com/user/AtmasferaTV
ReverbNation: http://www.reverbnation.com/atmasfera
Atmasfera on VK: http://vk.com/atmasfera_band",https://soundcloud.com/atmasfera/10-brahma-samhita,308.0,2020-04-19T20:47:27Z,https://i1.sndcdn.com/artworks-000066398943-qgr3xc-large.jpg,2013-12-27T17:59:40Z,single-track,track
"Atmasfera - Namaste (Album ""Integro"")",126740267,Atmasfera Integro,,"Facebook: http://www.facebook.com/atmasfera
Soundcloud: http://www.soundcloud.com/atmasfera
Bandcamp: https://atmasfera.bandcamp.com
Web-site: http://www.atmasfera.com
Twitter: https://twitter.com/Atmasfera
MySpace: http://www.myspace.com/atmasfera
Last.fm: http://www.lastfm.ru/music/atmasfera
YouTube: http://www.youtube.com/user/AtmasferaTV
ReverbNation: http://www.reverbnation.com/atmasfera
Atmasfera on VK: http://vk.com/atmasfera_band",https://soundcloud.com/atmasfera/09-namaste,275.0,2017-04-10T09:40:15Z,https://i1.sndcdn.com/artworks-000137092347-4zcutu-large.jpg,2013-12-27T19:35:46Z,single-track,track
"Atmasfera - In (Album ""Integro"")",126740253,Atmasfera Integro,,"Facebook: http://www.facebook.com/atmasfera
Soundcloud: http://www.soundcloud.com/atmasfera
Bandcamp: https://atmasfera.bandcamp.com
Web-site: http://www.atmasfera.com
Twitter: https://twitter.com/Atmasfera
MySpace: http://www.myspace.com/atmasfera
Last.fm: http://www.lastfm.ru/music/atmasfera
YouTube: http://www.youtube.com/user/AtmasferaTV
ReverbNation: http://www.reverbnation.com/atmasfera
Atmasfera on VK: http://vk.com/atmasfera_band",https://soundcloud.com/atmasfera/01-in,249.0,2020-04-19T20:47:27Z,https://i1.sndcdn.com/artworks-000136644788-xnl6so-large.jpg,2013-12-27T19:35:45Z,single-track,track
AI Audio Lab - Rob Strachan and Orb Composer,630870144,,,Demo track made within AI Audio Lab by installation leader Dr Robert Strachan and Orb Composer.,https://soundcloud.com/bido-lito/ai-audio-lab-installation-rob-strachan,0.0,2019-07-17T15:36:04Z,https://i1.sndcdn.com/artworks-000546380460-s1p14h-large.jpg,2019-06-03T12:54:53Z,single-track,track
S P A R S E - Matthew Freeman and Orb Composer,630869808,,,Demo track made within AI Audio Lab by technician Matthew Freeman and Orb Composer.,https://soundcloud.com/bido-lito/ai-audio-lab-sparse-matthew-freeman-orb-composer,0.0,2019-07-17T15:36:04Z,https://i1.sndcdn.com/artworks-000546378507-jvcxo1-large.jpg,2019-06-03T12:53:49Z,single-track,track
D A R K - AI Audio Lab and Orb Composer,630869811,,,Demo track made within AI Audio Lab by a volunteer during weekly workshop sessions. Composition made with Orb Composer.,https://soundcloud.com/bido-lito/ai-audio-lab-dark-orb-composer,0.0,2019-07-17T15:36:05Z,https://i1.sndcdn.com/artworks-000546378921-nxzns5-large.jpg,2019-06-03T12:53:50Z,single-track,track
W A V - AI Audio Lab and Orb Composer,630869823,,,Demo track made within AI Audio Lab by a volunteer during weekly workshop sessions. Composition made with Orb Composer.,https://soundcloud.com/bido-lito/ai-audio-lab-wav-orb-composer,0.0,2019-07-17T15:36:05Z,https://i1.sndcdn.com/artworks-000546379272-tkzkqg-large.jpg,2019-06-03T12:53:50Z,single-track,track
V A R I A B L E S - AI Audio Lab and Orb Composer,630869829,,,Demo track made within AI Audio Lab by a volunteer during weekly workshop sessions. Composition made with Orb Composer.,https://soundcloud.com/bido-lito/ai-audio-lab-variables-orb-composer,0.0,2019-07-17T15:36:04Z,https://i1.sndcdn.com/artworks-000546379968-nme7bq-large.jpg,2019-06-03T12:53:50Z,single-track,track
S P A C Y - Little Grace and Orb Composer,638246361,,,,https://soundcloud.com/bido-lito/spacy-little-grace-and-orb-composer,0.0,2019-07-18T12:21:50Z,https://i1.sndcdn.com/artworks-000553565202-keb4vq-large.jpg,2019-06-17T22:17:00Z,single-track,track
CLEAN HYPSTER - AI Audio Lab and Orb Composer,638263428,,,,https://soundcloud.com/bido-lito/clean-hypster-with-orb-composer,0.0,2019-07-18T12:21:50Z,https://i1.sndcdn.com/artworks-000553796574-5wzauy-large.jpg,2019-06-17T22:59:32Z,single-track,track
KO COMPUTER - AI Audio Lab and Orb Composer,641274876,,,,https://soundcloud.com/bido-lito/ko-computer-ai-audio-lab-orb-composer,0.0,2019-07-17T15:36:04Z,https://i1.sndcdn.com/artworks-000556707759-azhms6-large.jpg,2019-06-24T10:43:55Z,single-track,track
K E Y - AI Audio Lab and Orb Composer,648862067,,,,https://soundcloud.com/bido-lito/key-ai-audio-lab-and-orb-composer,0.0,2020-11-17T08:35:41Z,https://i1.sndcdn.com/artworks-000564120125-1ifbjh-large.jpg,2019-07-10T00:07:06Z,single-track,track
Coked Up,609976947,Pop,,,https://soundcloud.com/goofysillycrazy/coked-up,0.0,2021-09-25T00:34:25Z,https://i1.sndcdn.com/artworks-000524530572-zs4as6-large.jpg,2019-04-23T00:09:21Z,single-track,track
Cocaine Superstar,609976926,Pop,,,https://soundcloud.com/goofysillycrazy/cocaine-superstar,0.0,2021-09-29T05:48:57Z,https://i1.sndcdn.com/artworks-000524530566-d8dse7-large.jpg,2019-04-23T00:09:18Z,single-track,track
Big Juicy,609976908,Pop,,,https://soundcloud.com/goofysillycrazy/big-juicy,0.0,2021-10-31T05:10:27Z,https://i1.sndcdn.com/artworks-000524530548-n20v0b-large.jpg,2019-04-23T00:09:17Z,single-track,track
Cadillacs,609976893,Pop,,,https://soundcloud.com/goofysillycrazy/cadillacs,0.0,2021-06-17T00:45:25Z,https://i1.sndcdn.com/artworks-000524530542-dkl5l6-large.jpg,2019-04-23T00:09:16Z,single-track,track
Make U Cum,609976887,Pop,,,https://soundcloud.com/goofysillycrazy/make-u-cum,0.0,2021-10-01T13:18:50Z,https://i1.sndcdn.com/artworks-000524530539-vumywr-large.jpg,2019-04-23T00:09:15Z,single-track,track
Sixteen,609976881,Pop,,,https://soundcloud.com/goofysillycrazy/sixteen,0.0,2021-10-07T08:59:23Z,https://i1.sndcdn.com/artworks-000524530533-qsatzb-large.jpg,2019-04-23T00:09:13Z,single-track,track
Emo Boy,609976869,Pop,,,https://soundcloud.com/goofysillycrazy/emo-boy,0.0,2021-09-04T02:03:17Z,https://i1.sndcdn.com/artworks-000524530521-undrw6-large.jpg,2019-04-23T00:09:11Z,single-track,track
Juicy Couture,609976863,Pop,,,https://soundcloud.com/goofysillycrazy/juicy-couture,0.0,2021-07-26T12:34:11Z,https://i1.sndcdn.com/artworks-000524530506-hci4fh-large.jpg,2019-04-23T00:09:09Z,single-track,track
Back To Crack,653635829,Pop,,,https://soundcloud.com/slutnut/back-to-crack,0.0,2021-11-01T23:56:28Z,https://i1.sndcdn.com/artworks-000569888513-it63wr-large.jpg,2019-07-19T20:15:59Z,single-track,track
Pussy,653635820,Pop,,,https://soundcloud.com/slutnut/pussy,0.0,2021-01-20T20:45:17Z,https://i1.sndcdn.com/artworks-99AqCdIeE8daAPPx-yAFzZA-large.jpg,2019-07-19T20:15:58Z,single-track,track
Coked The Fuck Up,653635814,Pop,,,https://soundcloud.com/slutnut/coked-the-fuck-up,0.0,2021-07-11T05:06:42Z,https://i1.sndcdn.com/artworks-000569888498-56rcbf-large.jpg,2019-07-19T20:15:58Z,single-track,track
Hardcore Anal Banging,653635802,Pop,,,https://soundcloud.com/slutnut/hardcore-anal-banging,0.0,2021-09-16T23:41:54Z,https://i1.sndcdn.com/artworks-000569888492-8g1fvy-large.jpg,2019-07-19T20:15:57Z,single-track,track
Trashy,653635793,Pop,,,https://soundcloud.com/slutnut/trashy,0.0,2021-02-08T17:09:41Z,https://i1.sndcdn.com/artworks-000569888477-uet4ku-large.jpg,2019-07-19T20:15:56Z,single-track,track
Spank It,653635787,Pop,,,https://soundcloud.com/slutnut/spank-it,0.0,2021-05-27T10:58:08Z,https://i1.sndcdn.com/artworks-000569888474-6zrm36-large.jpg,2019-07-19T20:15:56Z,single-track,track
Milky (Featuring AnorexicWallet),653635781,Pop,,,https://soundcloud.com/slutnut/milky-featuring-anorexicwallet,0.0,2021-03-29T01:01:31Z,https://i1.sndcdn.com/artworks-000569888471-x08l8o-large.jpg,2019-07-19T20:15:55Z,single-track,track
يبكى ويضحك -  زين محمود,69707945,صوفي,,"يبكي و يضحك لا حزنا و لا فرحا كعاشق خط سطرا في الهوى و محا
",https://soundcloud.com/wafaa-farouk/khw2eha61hcb,100.0,2021-07-18T04:53:02Z,https://i1.sndcdn.com/artworks-000035358396-7euz8w-large.jpg,2012-12-02T18:43:50Z,single-track,track
محمد محسن حلمى البعيد,64956396,,,محمد محسن,https://soundcloud.com/marwitis-magdiosa-fekrica/qepcib8ge1ly,100.0,2021-01-16T18:44:16Z,,2012-10-27T04:37:11Z,single-track,track
Zahra - Mesh Sayba Mkany | زهره - مش سايبه مكاني,125892369,revolution,,"كلمات: مي رضوان
ألحان : صهيب شكري
توزيع:أمير جادو
جيتار:شريف فهمي
م صوت:عمر صلاح

لمتابعه .. زهره
https://www.facebook.com/Zahra.M.Official

مي رضوان
https://www.facebook.com/Mai.H.Radwan

صهيب شكري
https://www.facebook.com/SohaibShokryMusic


كلمات الأغنية:

أيوا بقدر أبتسم للقهر لما يكش
و أقف في وش الدنيا بالفكرة
و بزق الضحكة بعيون بكرا
و ضعفي قادر يهزم الجبروت
و ايديا حالفين يرفعوا راية حياه قصاد الموت

أنا مش صدى صوت 
ولا شيء مرفوض 
ولا رسمة فـ وسط حدود بايشه
أنا روح حرة و صابره و عايشه
مش سايبه مكاني لحد ما اموت

أنا الضلع اللي حاضن قلب مش قابل يعيش مأسور
و انا الصوت اللي ساعة الحق يعلى و يكسر المحظور
أنا البسمة ورا القضبان
و عفة ترد عـ البُهتان
و شارة بإيد فـ قلب كلابش تقلق نومة السّجان",https://soundcloud.com/zahramali/mesh-sayba-mkany,100.0,2021-06-09T16:53:11Z,,2013-12-21T15:57:49Z,single-track,track
Abdulrahman Mohammed & Mohab Omer - Craziness مهاب عمر و عبدالرحمن محمد -  أصابك عشق,123030132,mohab omer,,,https://soundcloud.com/mohab-omer/abdulrahman-mohammed-mohab-1,100.0,2021-10-12T18:31:50Z,https://i1.sndcdn.com/artworks-000064332152-x17rfn-large.jpg,2013-12-03T13:56:35Z,single-track,track
كاريوكى - غريب فى بلاد غريبة,89650614,,,"فى وشوش الناس انا اتئملت
وفهمت معانى واتعلمت
شوفت الغلبان المهموم
وشوفت الشر جوا العيون
شوفت الدين والايمان
وشوفت الفجر والنسيان
غريب فى بلاد غريبه
انا شوفت ناس تتباع بالمال
واب بيشقا على لقمه حلال
يتعب يشقا يشيل الهم
يفرح يزعل مش مهم
وفلوس كتير زى المطر
وناس غلابه بياكلوا الحجر
وانا غريب فى بلاد غريبه

ناس شغاله والرزق عال
وناس تتبطر وتشكى الحال
شباب كتير عاوز يتغير
مش لاقى حلمه نفسه يعبر
واللي ساب حبيبته واتفرقوا
وضاع الحلم عشان انا
غريب فى بلاد غريبه
",https://soundcloud.com/nesma-sayed-2/trxxan0gf5tf,0.0,2021-04-03T07:00:01Z,https://i1.sndcdn.com/artworks-000046532724-oqmmzr-large.jpg,2013-04-26T22:27:05Z,single-track,track
دنيا مسعود - بتناديلي تاني لية,56592273,World,,,https://soundcloud.com/eddeeb/btnadeny,100.0,2021-10-27T21:40:58Z,https://i1.sndcdn.com/artworks-000028614062-ehxy1v-large.jpg,2012-08-17T03:30:11Z,single-track,track
محمد محسن - اتوب عن حبك انا,49390532,World,,"لو غبت سنة ... انا برضه انا

رائعة الشيخ امام ( اتوب عن حبك أنا ) بصوت محمد محسن",https://soundcloud.com/rana-abdel-ghafar/qnwywpeendvj,99.0,2021-10-26T08:35:48Z,https://i1.sndcdn.com/artworks-000024891833-gw8fjz-large.jpg,2012-06-11T23:22:37Z,single-track,track
محمد محسن .. اهو ده اللي صار,71399359,folklore,,,https://soundcloud.com/mohamed-tareq-ghonaim/gu4wqesz2qcz,100.0,2021-07-28T07:47:25Z,https://i1.sndcdn.com/artworks-000036303978-iflnq6-large.jpg,2012-12-16T01:24:21Z,single-track,track
وأمرما لقيتُ من الم الهوى..عبدالرحمن محمد,87065141,,,"وأمّر ما لقيت من ألم الهوى **** قرب الحبيب وما إليه وصول
البدر يكمل كل شهر ليلة **** وهلال وجهك كل يوم كامل

أنا ارضى فيغضب قاتلى فتعجبوا **** ايرضى القتيل وليس يرضى القاتل

قتل النفوس محرم لكنه **** حل أذا كان الحبيب القاتل",https://soundcloud.com/doaaee95/jidehtrjvrmq,100.0,2021-09-01T02:51:15Z,https://i1.sndcdn.com/artworks-000045053382-li2aea-large.jpg,2013-04-09T07:26:25Z,single-track,track
على الهلباوى - عارف,85179241,علي الهلباوي,,"
عارف ... لما تحس فجأة بإنك منتش عارف حلمك فين
عارف .... لما تموت من الخوف إكمنك ضاعت منك أحلى سنين 
لما الحلم فى لحظة يموت وأما الدنيا عليك بتدور
لما بتضحك تنزل دمعة .. تيجى تغنى تلقاك خايف 

 

....... عــــارف ...........

 

لما يكون الكون ببراحه مش بيساعك
وأما تلاقى أعز الناس لغيرك باعك
والأيام بتعدى فى ثانية وإنت فى دنيا غير الدنيا 
فجأة تفوق ع الحلم بيغرق قدام عينك منتش شايف


....... عــــارف

 ",https://soundcloud.com/ali-el-helbawy/ws3przrjwjmp,100.0,2020-07-26T10:55:43Z,,2013-03-27T16:11:09Z,single-track,track
كانوا الولاد فرحة - علي الهلباوي,96890149,علي الهلباوي,,"http://www.youtube.com/watch?v=HYQbEEM3JP0

كانوا الولاد فرحة بتغني علشانك 
صرخوا الولاد صرخة من قلب احزانك
ماتوا الولاد بالنار .ماتوا الولاد بالنار واتكفنوا بالحلم
وانتي زي مانتي .. انتي زي مانتي راضية بسجانك",https://soundcloud.com/ali-el-helbawy/u7ppy30h3fke,69.0,2016-09-18T17:25:50Z,https://i1.sndcdn.com/artworks-000050594077-2wbvpj-large.jpg,2013-06-14T17:20:10Z,single-track,track
اعدل الدفة يا ريس - علي الهلباوي,96890103,علي الهلباوي,,"http://www.youtube.com/watch?v=kd60tC25Vp4

اعدل الدفة يا ريس قبل ما يفوت الاوان
مركبك في البحر مايلة و بحرها مالوش امان
اوعى من الموجة اللي جاية
اوعى من الريح العفية 
مش هاتنفع اي حيلة لو ف يووووم قام الطوفان

اعدل الدفة يا ريس ادافينك خربوها
لجموا شراعها وسابوها للقراصنة يقلبوها

وقالوا عنها اساسها خايب
و الشبك في بحورها دايب
و ان مهما حاولنا فيها مش هتكفيها السدايب 

اعدل ادفة يا ريس واستعين بالله ثم ناسها
هاتلاقيهم في الشدايد قالوا هوبّا ورفعوا راسها

اعدل الدفة يا ريس",https://soundcloud.com/ali-el-helbawy/bwyaapnpojcs,80.0,2015-10-14T13:28:34Z,https://i1.sndcdn.com/artworks-000050594309-xqmfbe-large.jpg,2013-06-14T17:19:41Z,single-track,track
ابعتلي جواب - علي الهلباوي,92373709,علي الهلباوي,,"http://www.youtube.com/watch?v=UaB-e6Z5vHM


ابعتلي جواب .. وطمني
ولو انه عتاب  ما تحرمني
ابعتلي جواب 
ابعتلي جواب .. وطمني 

غيابك طال  وبستنا
وقلبك مال  تتهنى
ان كنت هويت ونسيتني
وعليا جنيت ما رعيتني
ابعتلي جواب 
ابعتلي جواب .. وطمني 

انا ليا إله.. يعرفني
من حر الأه .. ينصفني
مش قادر اقول انت الجاني
هاصبر على طول على احزاني
ابعتلي جواب
ابعتلي جواب .. وطمني ",https://soundcloud.com/ali-el-helbawy/x64conrxqysx,100.0,2021-05-21T12:01:43Z,https://i1.sndcdn.com/artworks-000050068115-w5vo1p-large.jpg,2013-05-15T21:27:06Z,single-track,track
يا عيون مصر الحزينة - علي الهلباوي,85186726,علي الهلباوي,,"http://www.youtube.com/watch?v=u4L18YpCGYk


يا عيون مصر الحزينة
ارمي حزنك كله فينا
كفني بصبرك شهيدك وامسحي دمع المدينة

يا عيون مصر الحزينة
احضني محمد وعيسى واقتلي الفتنة الخبيثة
جوه جامع او كنيسة ربنا شاهد علينا

يا عيون مصر الحزينة
قولي للناس الغبية مصر وحدة وايد عفية
م الصعيد لاسكندرية كلنا في نفس السفينة

يا عيون مصر الحزينة
اللي خانك واللي خنا مش حسين ولا هو حنا
اللي خان مش من الوصن ده عمره ما يكون حد فينا

يا عيون مصر الحزينة
اصرخي بحرقة وصيحي اللي مات ابني وجريحي
تفرق ايه مسلم مسيحي دم احمد دم مينا

يا عيون مصر الحزينة
الصليب فارد اديه .. والهلال محني عليه
حضن واحد ماتلاقيه .. غير في مصر العايشة فينا",https://soundcloud.com/ali-el-helbawy/n2xfgldvq0px,100.0,2016-10-18T14:37:15Z,https://i1.sndcdn.com/artworks-000050137845-4vz83j-large.jpg,2013-03-27T17:08:14Z,single-track,track
مليون قصيدة ( امريكا قالت ) - علي الهلباوي,85182694,علي الهلباوي,,"
الكلمات :

أمريكا قالت 
ياعرب
العلم قال 
إن السما من غير عمود
إحنا العرب قولنا
دى حكمة ربنا
أمريكا قالت 
ياعرب
العلم قال
الكون مابيحدوش حدود
إحنا العرب قولنا 
دى قدرة ربنا
أمريكا قالت
ياعرب
القدس من حق اليهود
إحنا العرب
قولنا يبارك ربنا

مليون قصيدة ياعرب مليت خلاص من دى القصايد والخطب
مليون قصيدة ياعرب والقدس أهى محبوسة فى أوضة يهودى بتغتصب
وانتوا اخواتها وبكره ييجى الدور عليكوا
وهتدخلوا اوضة اليهودى اللى بناها بجبنكم من غير حيطان 
مليون قصيدة ياعرب كان نفسها تتقال فى يوم الانتصار
كان نفسها تهرب من الليل للنهار
كان نفسها وكان نفسها لكن كسرتم نفسها ميتى تفوقوا ياعرب ؟

لفيت
قوموا يافرسان العرب للمعركة
اللى يقولى مسكونى سيف عمر 
وأنا ضرورى هنتصر
ياسيف عمر 
قولى إيه السر فيك 
حدادك اللى صنعك ركب زرار النصر فيك 
خليك تحارب تنتصر حتى لو فى إيدين جبان 
واللى يقولى
ركبونى حصان صلاح
هتلاقوا عصر الظلم راح
ياحصان صلاح
ماتقولى ايه خلاك بطل
كانت وكلتك وكلة ميتين من الاحصنة ولا براسين ولا تلاجيك بعشر رجول تدخل المعركة وبتنتصر 
حتى لو كان اللى راكبك حاضن الخمرة بين شفايفه
المعجزة مش فى الحصان ولا عمرها كانت فى سيف

بالمناسبة
قبل ماخلص كلام
أمريكا باعتالكم سلام
بتقولكم متشكرين
لولاكم انتوا ياعرب
ماكانتش ليا منزلة بين الأمم
انتوا اللى وطيتم عشان
نركب على أكتافكم سنين
وعشان كده بنقولكم من قلبنا متشكرين
وعشان كده هوصى اسرائيل عليكم
عشان تبطل ضرب فيكم
يا اسرائيل يابنيتى اطمنى مافيش سلام
لكن بلاش الضرب فى بلاد العرب
ده مش عشان انتى رحيمة وطيبة يابنيتى
لكن عشان الضرب فى الميت حرام",https://soundcloud.com/ali-el-helbawy/11scn3j52rmh,100.0,2020-12-22T01:48:06Z,,2013-03-27T16:37:14Z,single-track,track
If I Were You,151700639,powery,,,https://soundcloud.com/frank-mcilwraith/if-i-were-you,0.0,2020-03-01T17:24:01Z,,2014-05-28T17:22:18Z,single-track,track
